CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,isActiveMember,EstimatedSalary,Exited
15774164,Coles,502,Germany,Male,33,5,174674,2,1,0,33301,0
15614215,Oguejiofor,717,France,Male,53,6,0,2,0,1,97615,0
15774127,Potter,518,France,Male,46,3,0,2,1,0,76516,0
15708362,Watson,793,France,Male,63,4,103730,2,1,1,80272,0
15700476,Azubuike,564,Germany,Male,41,9,103523,2,1,1,34338,0
15723989,Carroll,646,France,Male,40,5,93680,2,1,1,179473,0
15617657,Ts'ai,664,France,Female,36,0,103502,1,1,1,146192,0
15756472,Odinakachukwu,804,France,Male,25,7,108397,1,1,0,128277,0
15795738,Owens,789,France,Male,31,4,175477,1,1,1,172833,0
15665087,Bergamaschi,595,Germany,Female,26,8,118548,1,1,1,151192,0
15594305,Rizzo,712,France,Female,32,1,0,2,1,0,1704,0
15652048,Thompson,563,Germany,Male,44,7,105007,2,1,1,197812,0
15680855,Iloabuchi,637,France,Male,33,2,145732,1,0,1,109219,0
15659175,Severson,755,France,Female,43,9,0,2,1,0,18067,0
15626040,McDonald,793,Spain,Male,63,0,0,2,0,1,27167,0
15599195,Stiger,582,Germany,Male,32,1,88939,1,1,1,10055,0
15606274,Lori,594,Germany,Male,38,6,63176,2,1,1,14466,0
15746695,Wunder,429,France,Female,39,6,48024,1,1,0,74871,0
15751227,Ebelegbulam,807,France,Male,47,1,95121,1,0,0,127875,0
15674156,Tretiakova,810,Germany,Male,69,3,27288,1,1,1,110510,0
15705521,Pisani,548,Germany,Female,33,0,101084,1,1,0,42750,0
15676156,Boyle,528,France,Female,32,4,85616,2,1,0,156192,0
15712176,Burke,816,France,Male,31,8,0,2,1,1,28407,0
15799358,Vincent,516,France,Female,46,6,62212,1,0,1,171682,1
15665629,Chiang,719,Spain,Female,33,7,0,2,1,0,20017,0
15717736,Shen,639,Germany,Female,46,10,110031,2,1,1,133996,0
15605333,Clancy,529,Spain,Male,31,6,0,1,1,0,10626,0
15682834,Johnstone,715,Spain,Female,35,4,40170,2,1,1,199857,0
15754926,Lucchesi,512,France,Female,30,6,0,2,1,0,88827,0
15660505,Romani,735,Germany,Male,46,2,106345,1,1,0,114371,1
15785024,Warner,629,France,Female,40,9,137409,1,1,0,175878,1
15652955,Price,678,Spain,Male,30,0,0,1,1,0,35113,0
15775235,Ku,690,France,Female,36,6,110480,1,0,0,81292,0
15600174,Walton,525,France,Male,35,7,165359,1,0,1,94739,0
15567078,Kovaleva,789,France,Female,27,8,66202,1,1,1,79458,0
15812518,Palermo,657,Spain,Female,37,0,163607,1,0,1,44204,0
15585256,Iloerika,805,Spain,Male,26,2,0,2,1,1,25042,0
15763683,Northern,678,Germany,Male,32,4,139626,1,1,1,118236,1
15671915,Bowen,649,France,Male,46,5,0,2,1,1,76947,0
15706232,Niu,595,France,Male,52,9,0,1,1,1,106341,1
15682356,Veltri,655,France,Female,37,7,111853,2,1,0,10511,0
15671789,Woods,616,France,Male,31,3,94264,2,1,0,168895,0
15653037,Parks,609,France,Male,77,1,0,1,0,1,18709,0
15750547,Bair,738,France,Male,26,9,0,2,1,1,48645,0
15704483,Lorenzo,724,France,Male,40,6,0,2,0,0,106149,0
15742820,Trevisano,535,France,Female,45,2,0,2,0,1,170622,0
15711602,Lowrie,676,France,Female,36,3,91712,1,1,1,95393,0
15768233,Chukwuebuka,435,Germany,Male,37,8,114346,1,0,1,981,1
15702377,Knorr,627,Spain,Male,48,1,132760,1,1,0,78899,0
15656710,Cocci,613,France,Male,40,4,0,1,0,0,151325,0
15753332,Loftus,401,Germany,Male,48,8,128140,1,1,0,175754,1
15742272,Ozerova,669,France,Female,44,8,96418,1,0,0,131609,1
15750258,Ann,675,France,Female,32,2,155663,1,1,0,97659,0
15766289,Dickinson,751,France,Male,47,5,142670,2,1,0,162761,0
15806880,Boyle,627,Spain,Female,30,6,0,1,1,1,113408,0
15792151,Hamilton,635,Spain,Female,37,3,0,2,1,0,91087,0
15583278,Greece,743,Spain,Female,36,8,92717,1,1,1,33694,0
15624623,Hs?,516,France,Male,35,10,104089,2,0,0,119666,0
15654901,Horton,733,France,Male,51,10,141557,1,1,0,130190,0
15658360,Gregory,762,Spain,Male,35,9,122929,2,0,0,149822,0
15805769,O'Loughlin,656,Spain,Male,33,4,0,2,1,0,116706,0
15643359,Carter,736,Spain,Male,32,7,0,1,0,1,79083,0
15583548,Harrison,525,Spain,Female,47,6,118560,1,1,0,82523,1
15782247,Yeh,540,France,Male,22,4,0,3,1,1,186233,1
15687884,Alekseyeva,677,France,Male,37,3,88363,1,0,1,117946,0
15768006,Wu,729,France,Male,34,3,152304,1,1,0,12129,0
15615254,Clark,555,France,Male,40,10,43029,1,1,0,170514,0
15612187,Morin,547,Germany,Male,32,8,155727,1,1,0,67790,0
15745295,Gether,727,Spain,Female,31,0,0,1,1,0,121751,1
15813095,Nwebube,553,France,Male,37,2,0,2,1,0,33877,0
15654859,Ngozichukwuka,612,Spain,Female,63,2,131629,2,1,0,122110,1
15766552,Rossi,643,France,Male,37,6,0,2,0,0,142455,0
15687477,Thompson,594,Germany,Male,28,5,185013,1,1,0,16481,0
15670345,Mazzi,785,Germany,Female,33,6,127211,1,0,0,191962,0
15768193,Trevisani,585,Germany,Male,36,5,146051,2,0,0,86425,0
15675252,Martin,734,Spain,Female,39,3,92637,2,1,1,125671,0
15721024,Wickens,642,France,Male,26,0,0,1,0,0,47473,0
15684865,Lucchesi,771,France,Female,66,7,143773,1,1,1,130828,0
15576313,Wei,486,Germany,Female,40,9,71340,1,1,0,76192,0
15581736,Bartlett,673,Germany,Male,47,1,183580,2,0,1,34048,0
15718944,Artemiev,573,France,Female,37,6,0,2,1,0,193995,0
15696047,Chimezie,501,France,Male,35,6,99761,1,1,1,13592,0
15602084,Coles,663,France,Female,42,5,124626,1,1,1,78005,0
15626882,Stobie,662,Spain,Male,37,5,94901,1,1,1,48234,0
15786617,Arcuri,485,Germany,Male,34,3,133658,1,1,0,70210,0
15662067,Summers,743,France,Male,40,8,68156,1,1,0,94877,0
15683625,Hare,703,France,Male,37,1,149762,1,1,0,20629,1
15745621,Wertheim,640,Spain,Female,32,6,118879,2,1,1,19132,0
15601719,Fiorentino,465,Germany,Male,24,6,156007,1,1,0,191368,0
15746076,Saunders,506,Spain,Male,50,3,0,2,1,0,12017,0
15581526,Iweobiegbulam,574,France,Male,41,1,0,2,0,0,70550,0
15598046,Su,662,France,Female,39,5,139562,2,1,0,61636,0
15665088,Gordon,531,France,Female,42,2,0,2,0,1,90537,0
15724623,Taubman,704,Germany,Female,24,7,113034,1,1,0,162503,1
15784010,Williamson,666,Germany,Male,33,2,124125,1,1,0,81885,0
15572073,Yao,663,Spain,Male,35,5,0,2,1,1,62635,0
15796167,Flores,782,Germany,Male,35,7,98557,2,1,0,117644,0
15615931,Aitken,746,France,Female,37,4,0,2,0,1,171040,0
15636912,Sneddon,678,Spain,Male,38,3,124484,1,1,0,126253,0
15700263,Ifeatu,569,France,Male,66,2,0,1,1,0,130784,1
15570912,Ogbonnaya,728,Germany,Female,32,9,127772,2,1,1,152643,0
15578462,Hs?,596,Spain,Female,76,9,134208,1,1,1,13455,0
15717898,Bruce,542,Spain,Male,32,2,131946,1,0,1,159738,0
15789955,Hu,698,Germany,Male,56,1,112415,2,0,0,93982,1
15577683,Maclean,539,France,Female,29,4,0,2,1,1,100919,0
15810800,Ositadimma,673,Spain,Female,32,0,0,1,1,1,72873,0
15786196,Han,555,France,Female,44,3,105771,3,1,0,60534,1
15728082,Vasiliev,601,Spain,Male,28,6,0,2,1,0,14665,0
15609618,Fanucci,721,Germany,Male,28,9,154476,2,0,1,101301,1
15742229,Mackay,583,France,Male,59,7,127450,1,0,1,67553,0
15724889,Chinweuba,665,Spain,Male,38,9,0,1,0,1,87413,0
15770039,Kuo,572,Germany,Male,39,4,112290,1,1,0,49374,1
15709920,Burke,479,France,Female,33,2,208166,1,0,0,50775,1
15711028,Nnachetam,534,France,Male,52,1,0,3,1,1,104035,1
15681410,Korff,813,Germany,Female,36,6,98088,1,0,1,26687,1
15588197,Endrizzi,670,France,Male,36,7,0,2,0,0,59572,0
15618950,Lo Duca,644,Spain,Male,26,8,96660,2,1,1,138776,0
15589805,Benson,563,France,Female,34,6,139810,1,1,1,152418,0
15706593,Ellis,850,Spain,Female,50,10,0,2,1,1,33742,0
15602572,Hsing,720,France,Male,33,9,0,2,1,1,142956,0
15598175,Toscani,592,Germany,Female,26,4,105082,2,1,0,132802,0
15643770,Yu,682,France,Female,52,5,112670,1,1,0,21085,1
15789874,Wang,712,France,Female,29,3,87376,2,0,0,166195,0
15756333,Khan,642,France,Female,55,7,0,2,1,1,101516,0
15694209,Fanucci,484,France,Female,32,3,0,2,1,1,139391,0
15641662,Enticknap,470,Germany,Male,39,5,117470,2,0,0,63706,0
15624374,Maclean,703,France,Male,28,9,0,2,0,1,2151,0
15616471,Milne,599,Spain,Male,51,0,0,1,1,1,175236,0
15680405,P'eng,685,France,Male,40,2,168001,2,1,1,167400,0
15782875,Cayley,663,France,Male,33,5,157274,2,1,1,28532,0
15591286,Simmons,731,Germany,Female,49,4,88826,1,1,1,33759,1
15694272,Nkemakolam,673,France,Male,30,1,64098,1,1,1,77783,0
15673591,Oluchukwu,842,France,Male,44,3,141252,4,0,1,128521,1
15729359,Chambers,837,France,Female,29,9,0,2,1,1,41866,0
15675450,Burt,718,France,Male,48,9,0,2,1,1,72106,0
15620000,Chambers,760,Germany,Male,34,6,121304,2,1,1,59325,0
15672299,Yeh,510,France,Male,44,6,0,2,1,1,175518,0
15617866,Calabrese,657,Spain,Male,67,5,119785,2,1,1,107534,0
15700511,Hanson,708,Germany,Male,42,9,176702,2,1,1,104805,0
15571752,Romani,668,Germany,Female,32,10,92042,1,1,1,43596,0
15638272,Tien,609,Spain,Male,32,4,99883,1,1,1,120595,0
15677764,Chao,461,Germany,Female,74,1,186445,2,1,1,196768,0
15717231,Yang,721,Germany,Male,37,4,98460,1,0,0,90822,0
15763895,Hung,536,France,Male,32,7,178012,2,1,0,22375,0
15757408,Lo,655,Spain,Male,38,3,250898,3,0,1,81054,1
15775206,Hunter,699,France,Male,37,10,0,2,0,0,83263,0
15571081,Hansen,773,France,Female,41,7,190239,1,1,1,57550,0
15635143,Fennescey,749,France,Male,42,2,56727,2,0,1,185543,0
15777217,Somadina,641,Spain,Male,25,10,0,2,1,1,180808,0
15640260,Okorie,595,Germany,Male,32,8,131082,2,1,1,69429,0
15743871,Nkemdirim,567,France,Male,59,3,0,2,1,0,25844,1
15723873,Ponomarev,657,Spain,Male,31,3,125167,1,0,0,98820,0
15609704,Mao,608,France,Female,33,4,0,1,1,0,79304,1
15670374,Wright,819,Germany,Female,49,1,120657,4,0,0,166164,1
15574558,Gunter,718,Spain,Male,32,8,0,2,1,1,41399,0
15690452,Tung,605,France,Male,52,1,63350,1,1,0,108887,0
15737489,Ramsden,610,Spain,Female,46,5,116887,1,0,0,107973,0
15747345,Bergamaschi,678,France,Female,22,6,118065,2,1,1,195424,0
15776824,Rossi,714,France,Male,28,6,122724,1,1,1,67057,0
15596671,Endrizzi,603,Spain,Female,42,8,91611,1,0,0,144675,1
15756321,Johnston,612,Spain,Female,52,5,144773,1,0,0,98303,1
15736228,Chambers,645,France,Female,40,3,129597,1,1,1,103233,0
15654878,Yobanna,450,France,Male,29,7,117200,1,1,1,43481,0
15712543,Chinweike,789,Germany,Male,39,7,124828,2,1,1,124411,0
15619494,Abdulov,562,Germany,Female,31,9,117153,1,1,1,108675,0
15633516,Tucker,526,France,Male,42,1,0,1,0,1,168486,0
15744942,Steele,638,Spain,Female,55,2,155828,1,0,1,108987,1
15658969,Gray,711,France,Male,51,7,0,3,1,0,38410,1
15591577,Moran,584,France,Male,35,3,146312,1,1,1,105443,0
15778149,Connolly,538,Spain,Male,68,9,0,2,1,0,110441,1
15636454,Fu,691,France,Female,60,6,101071,1,1,0,177356,1
15691150,Ku,699,France,Female,32,4,110559,1,1,1,127430,0
15614643,Chifo,731,Spain,Female,39,2,0,2,1,0,136737,0
15574886,Palerma,706,France,Male,32,6,94486,1,1,1,146950,0
15694852,Arcuri,575,France,Male,29,4,121823,2,1,1,50369,0
15670702,Smith,618,France,Male,37,2,168178,2,0,1,101273,0
15614813,Cocci,777,Germany,Female,46,0,107363,1,1,0,487,0
15737910,Houghton,703,Germany,Male,35,5,140691,2,1,0,167810,0
15686461,Sarratt,558,France,Female,56,7,121235,2,1,1,116253,0
15580487,Martin,627,Germany,Male,38,8,106923,2,0,1,84270,0
15605827,Khan,645,France,Male,39,8,0,2,0,0,96864,0
15683118,Rechner,590,France,Male,32,9,0,2,1,0,138889,0
15621210,Angelo,599,Germany,Male,46,9,123445,1,1,1,31368,1
15741429,Hudson,680,Spain,Female,31,9,119826,2,1,1,101139,0
15687752,Griffin,641,France,Male,30,2,87505,2,0,1,7279,0
15622578,Sergeyev,806,France,Male,34,5,113959,1,0,1,32126,0
15593943,Chinagorom,685,France,Female,43,1,132667,1,1,1,41877,0
15644174,Marchesi,638,Germany,Male,27,4,135096,1,1,1,186524,1
15654964,Piccio,608,Spain,Male,48,7,75802,1,1,0,125763,0
15692106,Rose,606,Spain,Female,25,3,147387,3,1,0,45482,1
15752650,Saad,681,Spain,Female,37,6,121231,1,1,1,146366,0
15586996,Azikiwe,697,France,Female,76,7,0,2,0,1,188772,0
15728693,McWilliams,574,Germany,Female,43,3,141349,1,1,1,100187,0
15623595,Clayton,586,Spain,Female,28,2,0,2,1,1,92067,0
15704340,Fu,581,France,Female,37,10,104255,1,1,0,86609,0
